instancia,semilla,generacion,alpha,beta,pop_size,clon_size,porc_afinidad,porc_clones,porc_reemplazo,hypervolumen,tiempo
Mumford0,1,1,1.01,-0.01,200,150,0.25,0.25,0.3,6889.82,26
Mumford0,1,2,1.01,-0.01,200,150,0.25,0.25,0.3,7124.33,39
Mumford0,1,3,1.01,-0.01,200,150,0.25,0.25,0.3,7324.27,54
Mumford0,1,4,1.01,-0.01,200,150,0.25,0.25,0.3,7586.48,63
Mumford0,1,5,1.01,-0.01,200,150,0.25,0.25,0.3,7778.97,75
Mumford0,1,6,1.01,-0.01,200,150,0.25,0.25,0.3,7847.41,85
Mumford0,1,7,1.01,-0.01,200,150,0.25,0.25,0.3,7970.57,94
Mumford0,1,8,1.01,-0.01,200,150,0.25,0.25,0.3,8040.25,108
Mumford0,1,9,1.01,-0.01,200,150,0.25,0.25,0.3,8116.46,119
Mumford0,1,10,1.01,-0.01,200,150,0.25,0.25,0.3,8170.72,127
Mumford0,1,11,1.01,-0.01,200,150,0.25,0.25,0.3,8289.3,137
Mumford0,1,12,1.01,-0.01,200,150,0.25,0.25,0.3,8353.71,147
Mumford0,1,13,1.01,-0.01,200,150,0.25,0.25,0.3,8442.66,157
Mumford0,1,14,1.01,-0.01,200,150,0.25,0.25,0.3,8442.92,167
Mumford0,1,15,1.01,-0.01,200,150,0.25,0.25,0.3,8481,178
Mumford0,1,16,1.01,-0.01,200,150,0.25,0.25,0.3,8506.85,189
Mumford0,1,17,1.01,-0.01,200,150,0.25,0.25,0.3,8557.56,199
Mumford0,1,18,1.01,-0.01,200,150,0.25,0.25,0.3,8557.57,210
Mumford0,1,19,1.01,-0.01,200,150,0.25,0.25,0.3,8557.76,220
Mumford0,1,20,1.01,-0.01,200,150,0.25,0.25,0.3,8558.03,231
Mumford0,1,21,1.01,-0.01,200,150,0.25,0.25,0.3,8558.07,242
Mumford0,1,22,1.01,-0.01,200,150,0.25,0.25,0.3,8558.07,253
Mumford0,1,23,1.01,-0.01,200,150,0.25,0.25,0.3,8558.07,264
Mumford0,1,24,1.01,-0.01,200,150,0.25,0.25,0.3,8558.07,276
Mumford0,1,25,1.01,-0.01,200,150,0.25,0.25,0.3,8560.61,287
Mumford0,1,26,1.01,-0.01,200,150,0.25,0.25,0.3,8560.61,297
Mumford0,1,27,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,308
Mumford0,1,28,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,319
Mumford0,1,29,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,330
Mumford0,1,30,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,342
Mumford0,1,31,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,352
Mumford0,1,32,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,363
Mumford0,1,33,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,374
Mumford0,1,34,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,385
Mumford0,1,35,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,396
Mumford0,1,36,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,407
Mumford0,1,37,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,418
Mumford0,1,38,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,429
Mumford0,1,39,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,441
Mumford0,1,40,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,452
Mumford0,1,41,1.01,-0.01,200,150,0.25,0.25,0.3,8560.64,463
Mumford0,1,42,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,473
Mumford0,1,43,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,484
Mumford0,1,44,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,495
Mumford0,1,45,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,506
Mumford0,1,46,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,517
Mumford0,1,47,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,529
Mumford0,1,48,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,540
Mumford0,1,49,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,550
Mumford0,1,50,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,561
Mumford0,1,51,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,572
Mumford0,1,52,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,584
Mumford0,1,53,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,595
Mumford0,1,54,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,609
Mumford0,1,55,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,620
Mumford0,1,56,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,633
Mumford0,1,57,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,643
Mumford0,1,58,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,655
Mumford0,1,59,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,666
Mumford0,1,60,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,677
Mumford0,1,61,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,689
Mumford0,1,62,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,701
Mumford0,1,63,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,714
Mumford0,1,64,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,727
Mumford0,1,65,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,739
Mumford0,1,66,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,751
Mumford0,1,67,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,763
Mumford0,1,68,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,775
Mumford0,1,69,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,787
Mumford0,1,70,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,800
Mumford0,1,71,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,813
Mumford0,1,72,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,825
Mumford0,1,73,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,838
Mumford0,1,74,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,849
Mumford0,1,75,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,861
Mumford0,1,76,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,873
Mumford0,1,77,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,884
Mumford0,1,78,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,896
Mumford0,1,79,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,909
Mumford0,1,80,1.01,-0.01,200,150,0.25,0.25,0.3,8560.69,920
Mumford0,1,81,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,932
Mumford0,1,82,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,944
Mumford0,1,83,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,957
Mumford0,1,84,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,969
Mumford0,1,85,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,981
Mumford0,1,86,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,993
Mumford0,1,87,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1005
Mumford0,1,88,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1017
Mumford0,1,89,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1028
Mumford0,1,90,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1040
Mumford0,1,91,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1052
Mumford0,1,92,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1064
Mumford0,1,93,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1075
Mumford0,1,94,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1087
Mumford0,1,95,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1099
Mumford0,1,96,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1110
Mumford0,1,97,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1121
Mumford0,1,98,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1132
Mumford0,1,99,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1143
Mumford0,1,100,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1155
Mumford0,1,101,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1166
Mumford0,1,102,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1178
Mumford0,1,103,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1190
Mumford0,1,104,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1201
Mumford0,1,105,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1213
Mumford0,1,106,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1226
Mumford0,1,107,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1239
Mumford0,1,108,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1251
Mumford0,1,109,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1264
Mumford0,1,110,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1276
Mumford0,1,111,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1288
Mumford0,1,112,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1300
Mumford0,1,113,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1311
Mumford0,1,114,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1322
Mumford0,1,115,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1334
Mumford0,1,116,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1345
Mumford0,1,117,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1356
Mumford0,1,118,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1368
Mumford0,1,119,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1380
Mumford0,1,120,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1391
Mumford0,1,121,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1402
Mumford0,1,122,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1414
Mumford0,1,123,1.01,-0.01,200,150,0.25,0.25,0.3,8560.88,1425
Mumford0,1,124,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1437
Mumford0,1,125,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1449
Mumford0,1,126,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1460
Mumford0,1,127,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1472
Mumford0,1,128,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1483
Mumford0,1,129,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1495
Mumford0,1,130,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1507
Mumford0,1,131,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1518
Mumford0,1,132,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1530
Mumford0,1,133,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1541
Mumford0,1,134,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1553
Mumford0,1,135,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1565
Mumford0,1,136,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1577
Mumford0,1,137,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1589
Mumford0,1,138,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1601
Mumford0,1,139,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1612
Mumford0,1,140,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1623
Mumford0,1,141,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1634
Mumford0,1,142,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1645
Mumford0,1,143,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1657
Mumford0,1,144,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1668
Mumford0,1,145,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1679
Mumford0,1,146,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1691
Mumford0,1,147,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1703
Mumford0,1,148,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1714
Mumford0,1,149,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1725
Mumford0,1,150,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1737
Mumford0,1,151,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1749
Mumford0,1,152,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1760
Mumford0,1,153,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1772
Mumford0,1,154,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1783
Mumford0,1,155,1.01,-0.01,200,150,0.25,0.25,0.3,8560.97,1794
Mumford0,1,156,1.01,-0.01,200,150,0.25,0.25,0.3,8585.82,1806
Mumford0,1,157,1.01,-0.01,200,150,0.25,0.25,0.3,8585.82,1818
Mumford0,1,158,1.01,-0.01,200,150,0.25,0.25,0.3,8585.82,1831
Mumford0,1,159,1.01,-0.01,200,150,0.25,0.25,0.3,8585.82,1844
Mumford0,1,160,1.01,-0.01,200,150,0.25,0.25,0.3,8585.82,1856
Mumford0,1,161,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1869
Mumford0,1,162,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1883
Mumford0,1,163,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1896
Mumford0,1,164,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1908
Mumford0,1,165,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1921
Mumford0,1,166,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1934
Mumford0,1,167,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1946
Mumford0,1,168,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1958
Mumford0,1,169,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1971
Mumford0,1,170,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1984
Mumford0,1,171,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,1996
Mumford0,1,172,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2009
Mumford0,1,173,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2022
Mumford0,1,174,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2036
Mumford0,1,175,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2049
Mumford0,1,176,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2063
Mumford0,1,177,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2076
Mumford0,1,178,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2089
Mumford0,1,179,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2102
Mumford0,1,180,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2115
Mumford0,1,181,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2127
Mumford0,1,182,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2141
Mumford0,1,183,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2154
Mumford0,1,184,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2167
Mumford0,1,185,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2181
Mumford0,1,186,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2194
Mumford0,1,187,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2207
Mumford0,1,188,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2219
Mumford0,1,189,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2232
Mumford0,1,190,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2244
Mumford0,1,191,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2256
Mumford0,1,192,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2269
Mumford0,1,193,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2282
Mumford0,1,194,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2294
Mumford0,1,195,1.01,-0.01,200,150,0.25,0.25,0.3,8585.89,2307
Mumford0,1,196,1.01,-0.01,200,150,0.25,0.25,0.3,8586.2,2320
Mumford0,1,197,1.01,-0.01,200,150,0.25,0.25,0.3,8586.2,2332
Mumford0,1,198,1.01,-0.01,200,150,0.25,0.25,0.3,8586.2,2345
Mumford0,1,199,1.01,-0.01,200,150,0.25,0.25,0.3,8586.2,2357
Mumford0,1,200,1.01,-0.01,200,150,0.25,0.25,0.3,8586.2,2370
Mumford0,2,1,1.01,-0.01,200,150,0.25,0.25,0.3,6593.95,23
Mumford0,2,2,1.01,-0.01,200,150,0.25,0.25,0.3,6874.95,38
Mumford0,2,3,1.01,-0.01,200,150,0.25,0.25,0.3,7035.99,52
Mumford0,2,4,1.01,-0.01,200,150,0.25,0.25,0.3,7191.99,66
Mumford0,2,5,1.01,-0.01,200,150,0.25,0.25,0.3,7391.83,79
Mumford0,2,6,1.01,-0.01,200,150,0.25,0.25,0.3,7507.78,92
Mumford0,2,7,1.01,-0.01,200,150,0.25,0.25,0.3,7576.49,102
Mumford0,2,8,1.01,-0.01,200,150,0.25,0.25,0.3,7639.5,113
Mumford0,2,9,1.01,-0.01,200,150,0.25,0.25,0.3,7701.08,125
Mumford0,2,10,1.01,-0.01,200,150,0.25,0.25,0.3,7751.97,140
Mumford0,2,11,1.01,-0.01,200,150,0.25,0.25,0.3,7810.43,154
Mumford0,2,12,1.01,-0.01,200,150,0.25,0.25,0.3,7812.31,168
Mumford0,2,13,1.01,-0.01,200,150,0.25,0.25,0.3,7813.99,179
Mumford0,2,14,1.01,-0.01,200,150,0.25,0.25,0.3,7815.86,188
Mumford0,2,15,1.01,-0.01,200,150,0.25,0.25,0.3,7817.99,198
Mumford0,2,16,1.01,-0.01,200,150,0.25,0.25,0.3,7843.15,212
Mumford0,2,17,1.01,-0.01,200,150,0.25,0.25,0.3,7843.77,221
Mumford0,2,18,1.01,-0.01,200,150,0.25,0.25,0.3,7845.31,231
Mumford0,2,19,1.01,-0.01,200,150,0.25,0.25,0.3,7847.88,243
Mumford0,2,20,1.01,-0.01,200,150,0.25,0.25,0.3,7849.23,254
Mumford0,2,21,1.01,-0.01,200,150,0.25,0.25,0.3,7873.41,268
Mumford0,2,22,1.01,-0.01,200,150,0.25,0.25,0.3,7875.76,279
Mumford0,2,23,1.01,-0.01,200,150,0.25,0.25,0.3,7876.29,289
Mumford0,2,24,1.01,-0.01,200,150,0.25,0.25,0.3,7878.08,299
Mumford0,2,25,1.01,-0.01,200,150,0.25,0.25,0.3,7878.29,312
Mumford0,2,26,1.01,-0.01,200,150,0.25,0.25,0.3,7878.4,322
Mumford0,2,27,1.01,-0.01,200,150,0.25,0.25,0.3,7878.4,334
Mumford0,2,28,1.01,-0.01,200,150,0.25,0.25,0.3,7878.55,346
Mumford0,2,29,1.01,-0.01,200,150,0.25,0.25,0.3,7878.55,359
Mumford0,2,30,1.01,-0.01,200,150,0.25,0.25,0.3,7879.24,371
Mumford0,2,31,1.01,-0.01,200,150,0.25,0.25,0.3,7879.54,384
Mumford0,2,32,1.01,-0.01,200,150,0.25,0.25,0.3,7879.54,396
Mumford0,2,33,1.01,-0.01,200,150,0.25,0.25,0.3,7879.64,408
Mumford0,2,34,1.01,-0.01,200,150,0.25,0.25,0.3,7879.86,420
Mumford0,2,35,1.01,-0.01,200,150,0.25,0.25,0.3,7879.86,433
Mumford0,2,36,1.01,-0.01,200,150,0.25,0.25,0.3,7879.89,445
Mumford0,2,37,1.01,-0.01,200,150,0.25,0.25,0.3,7880.16,458
Mumford0,2,38,1.01,-0.01,200,150,0.25,0.25,0.3,7880.16,470
Mumford0,2,39,1.01,-0.01,200,150,0.25,0.25,0.3,7881.66,482
Mumford0,2,40,1.01,-0.01,200,150,0.25,0.25,0.3,7881.66,494
Mumford0,2,41,1.01,-0.01,200,150,0.25,0.25,0.3,7881.66,507
Mumford0,2,42,1.01,-0.01,200,150,0.25,0.25,0.3,7881.66,519
Mumford0,2,43,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,531
Mumford0,2,44,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,544
Mumford0,2,45,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,555
Mumford0,2,46,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,567
Mumford0,2,47,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,579
Mumford0,2,48,1.01,-0.01,200,150,0.25,0.25,0.3,7881.69,591
Mumford0,2,49,1.01,-0.01,200,150,0.25,0.25,0.3,7881.95,603
Mumford0,2,50,1.01,-0.01,200,150,0.25,0.25,0.3,7881.95,616
Mumford0,2,51,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,628
Mumford0,2,52,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,641
Mumford0,2,53,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,653
Mumford0,2,54,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,666
Mumford0,2,55,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,678
Mumford0,2,56,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,690
Mumford0,2,57,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,702
Mumford0,2,58,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,714
Mumford0,2,59,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,727
Mumford0,2,60,1.01,-0.01,200,150,0.25,0.25,0.3,7882.03,739
Mumford0,2,61,1.01,-0.01,200,150,0.25,0.25,0.3,7882.11,752
Mumford0,2,62,1.01,-0.01,200,150,0.25,0.25,0.3,7882.11,763
Mumford0,2,63,1.01,-0.01,200,150,0.25,0.25,0.3,7882.11,775
Mumford0,2,64,1.01,-0.01,200,150,0.25,0.25,0.3,7882.11,788
Mumford0,2,65,1.01,-0.01,200,150,0.25,0.25,0.3,7882.11,800
Mumford0,2,66,1.01,-0.01,200,150,0.25,0.25,0.3,7883.11,812
Mumford0,2,67,1.01,-0.01,200,150,0.25,0.25,0.3,7883.11,824
Mumford0,2,68,1.01,-0.01,200,150,0.25,0.25,0.3,7883.11,836
Mumford0,2,69,1.01,-0.01,200,150,0.25,0.25,0.3,7883.11,848
Mumford0,2,70,1.01,-0.01,200,150,0.25,0.25,0.3,7883.11,860
Mumford0,2,71,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,873
Mumford0,2,72,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,884
Mumford0,2,73,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,895
Mumford0,2,74,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,909
Mumford0,2,75,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,919
Mumford0,2,76,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,932
Mumford0,2,77,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,945
Mumford0,2,78,1.01,-0.01,200,150,0.25,0.25,0.3,7883.19,959
Mumford0,2,79,1.01,-0.01,200,150,0.25,0.25,0.3,7883.39,971
Mumford0,2,80,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,982
Mumford0,2,81,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,995
Mumford0,2,82,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1006
Mumford0,2,83,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1019
Mumford0,2,84,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1030
Mumford0,2,85,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1042
Mumford0,2,86,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1055
Mumford0,2,87,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1068
Mumford0,2,88,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1080
Mumford0,2,89,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1090
Mumford0,2,90,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1102
Mumford0,2,91,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1113
Mumford0,2,92,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1126
Mumford0,2,93,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1139
Mumford0,2,94,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1149
Mumford0,2,95,1.01,-0.01,200,150,0.25,0.25,0.3,7889.54,1162
Mumford0,2,96,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1175
Mumford0,2,97,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1187
Mumford0,2,98,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1198
Mumford0,2,99,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1211
Mumford0,2,100,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1222
Mumford0,2,101,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1233
Mumford0,2,102,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1244
Mumford0,2,103,1.01,-0.01,200,150,0.25,0.25,0.3,7889.58,1255
Mumford0,2,104,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1267
Mumford0,2,105,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1279
Mumford0,2,106,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1291
Mumford0,2,107,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1303
Mumford0,2,108,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1315
Mumford0,2,109,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1325
Mumford0,2,110,1.01,-0.01,200,150,0.25,0.25,0.3,7890.04,1337
Mumford0,2,111,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1348
Mumford0,2,112,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1360
Mumford0,2,113,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1371
Mumford0,2,114,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1380
Mumford0,2,115,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1392
Mumford0,2,116,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1403
Mumford0,2,117,1.01,-0.01,200,150,0.25,0.25,0.3,7890.09,1415
Mumford0,2,118,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1426
Mumford0,2,119,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1436
Mumford0,2,120,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1444
Mumford0,2,121,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1452
Mumford0,2,122,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1461
Mumford0,2,123,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1469
Mumford0,2,124,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1478
Mumford0,2,125,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1486
Mumford0,2,126,1.01,-0.01,200,150,0.25,0.25,0.3,7890.5,1495
Mumford0,2,127,1.01,-0.01,200,150,0.25,0.25,0.3,7890.6,1503
Mumford0,2,128,1.01,-0.01,200,150,0.25,0.25,0.3,7890.6,1511
